model,crit,learning_rate,delta,preference_recall,preference_precision,indifference_recall,indifference_precision,total_recall,nb_indifferences,nb_preferences,nb_indiff_vrai,nb_indiff_fausse,nb_pref_vrai,nb_pref_fausse,nb_pref_inverse,calc_preference_recall,calc_indifference_recall,calc_preference_precision,calc_indifference_precision,calc_precision_total
L1,MacSum,1e-05,1e-15,0.8508771929824561,1.0,0.0,0.0,0.582,316,684,0,316,582,0,102,0.8508771929824561,0.0,0.6481069042316259,0.0,0.582
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99,0.2953890489913545,0.42483660130718953,0.26588845654993515,0.5676855895196506,0.335
L2,"MacSum Imprécis,faible",1e-05,0.1,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99,0.2953890489913545,0.42483660130718953,0.26588845654993515,0.5676855895196506,0.335
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99,0.2953890489913545,0.42483660130718953,0.26588845654993515,0.5676855895196506,0.335
L2,"MacSum Imprécis,faible",1e-05,0.01,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99,0.2953890489913545,0.42483660130718953,0.26588845654993515,0.5676855895196506,0.335
L1,"MacSum Imprécis,faible",1e-05,0.1,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169,0.11815561959654179,0.5980392156862745,0.12654320987654322,0.5198863636363636,0.265
L1,"MacSum Imprécis,faible",1e-05,0.01,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169,0.11815561959654179,0.5980392156862745,0.12654320987654322,0.5198863636363636,0.265
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169,0.11815561959654179,0.5980392156862745,0.12654320987654322,0.5198863636363636,0.265
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169,0.11815561959654179,0.5980392156862745,0.12654320987654322,0.5198863636363636,0.265
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.314410480349345,0.3523654159869494,0.4440894568690096,0.6525821596244131,0.355,313,687,139,174,216,397,74,0.314410480349345,0.4440894568690096,0.2744599745870394,0.6525821596244131,0.355
L2,"MacSum Imprécis,faible",1e-05,0.1,0.314410480349345,0.3523654159869494,0.4440894568690096,0.6525821596244131,0.355,313,687,139,174,216,397,74,0.314410480349345,0.4440894568690096,0.2744599745870394,0.6525821596244131,0.355
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.314410480349345,0.3523654159869494,0.4440894568690096,0.6525821596244131,0.355,313,687,139,174,216,397,74,0.314410480349345,0.4440894568690096,0.2744599745870394,0.6525821596244131,0.355
L2,"MacSum Imprécis,faible",1e-05,0.01,0.3877551020408163,0.4767025089605735,0.4299363057324841,0.5133079847908745,0.401,314,686,135,179,266,292,128,0.3877551020408163,0.4299363057324841,0.36092265943012214,0.5133079847908745,0.401
L1,"MacSum Imprécis,faible",1e-05,0.01,0.0873015873015873,0.11438474870017332,0.44672131147540983,0.3784722222222222,0.175,244,756,109,135,66,511,179,0.0873015873015873,0.44672131147540983,0.09269662921348315,0.3784722222222222,0.175
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.15146579804560262,0.21136363636363636,0.572538860103627,0.5594936708860759,0.314,386,614,221,165,93,347,174,0.15146579804560262,0.572538860103627,0.1537190082644628,0.5594936708860759,0.314
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.17131474103585656,0.21044045676998369,0.7004048582995951,0.5527156549520766,0.302,247,753,173,74,129,484,140,0.17131474103585656,0.7004048582995951,0.18777292576419213,0.5527156549520766,0.302
L1,"MacSum Imprécis,faible",1e-05,0.1,0.0873015873015873,0.11438474870017332,0.44672131147540983,0.3784722222222222,0.175,244,756,109,135,66,511,179,0.0873015873015873,0.44672131147540983,0.09269662921348315,0.3784722222222222,0.175
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.4418604651162791,0.48562300319488816,0.40705128205128205,0.671957671957672,0.431,312,688,127,185,304,322,62,0.4418604651162791,0.40705128205128205,0.374845869297164,0.671957671957672,0.431
L2,"MacSum Imprécis,faible",1e-05,0.1,0.4418604651162791,0.48562300319488816,0.40705128205128205,0.671957671957672,0.431,312,688,127,185,304,322,62,0.4418604651162791,0.40705128205128205,0.374845869297164,0.671957671957672,0.431
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.476319350473613,0.5079365079365079,0.4521072796934866,0.7195121951219512,0.47,261,739,118,143,352,341,46,0.476319350473613,0.4521072796934866,0.42105263157894735,0.7195121951219512,0.47
L2,"MacSum Imprécis,faible",1e-05,0.01,0.33808844507845937,0.39303482587064675,0.43478260869565216,0.5701754385964912,0.367,299,701,130,169,237,366,98,0.33808844507845937,0.43478260869565216,0.3069948186528497,0.5701754385964912,0.367
L1,"MacSum Imprécis,faible",1e-05,0.01,0.10359116022099447,0.13863216266173753,0.4746376811594203,0.4171974522292994,0.206,276,724,131,145,75,466,183,0.10359116022099447,0.4746376811594203,0.10932944606413994,0.4171974522292994,0.206
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.18518518518518517,0.23090586145648312,0.5939597315436241,0.560126582278481,0.307,298,702,177,121,130,433,139,0.18518518518518517,0.5939597315436241,0.19005847953216373,0.560126582278481,0.307
L1,"MacSum Imprécis,faible",1e-05,0.1,0.16233766233766234,0.19809825673534073,0.5956521739130435,0.4963768115942029,0.262,230,770,137,93,125,506,139,0.16233766233766234,0.5956521739130435,0.17265193370165746,0.4963768115942029,0.262
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.1366120218579235,0.1890359168241966,0.5708955223880597,0.4297752808988764,0.253,268,732,153,115,100,429,203,0.1366120218579235,0.5708955223880597,0.15527950310559005,0.4297752808988764,0.253
L2,"MacSum Imprécis,faible",1e-05,0.1,0.47389033942558745,0.5353982300884956,0.5213675213675214,0.580952380952381,0.485,234,766,122,112,363,315,88,0.47389033942558745,0.5213675213675214,0.45949367088607596,0.580952380952381,0.485
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.4297635605006954,0.5132890365448505,0.6156583629893239,0.596551724137931,0.482,281,719,173,108,309,293,117,0.4297635605006954,0.6156583629893239,0.4352112676056338,0.596551724137931,0.482
L2,"MacSum Imprécis,faible",1e-05,0.01,0.4171270718232044,0.483974358974359,0.5507246376811594,0.6031746031746031,0.454,276,724,152,124,302,322,100,0.4171270718232044,0.5507246376811594,0.4037433155080214,0.6031746031746031,0.454
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.5463786531130876,0.6039325842696629,0.3568075117370892,0.5033112582781457,0.506,213,787,76,137,430,282,75,0.5463786531130876,0.3568075117370892,0.5064782096584217,0.5033112582781457,0.506
L1,"MacSum Imprécis,faible",1e-05,0.1,0.15514809590973203,0.6707317073170732,0.12714776632302405,0.06357388316151202,0.147,291,709,37,254,110,54,545,0.15514809590973203,0.12714776632302405,0.2631578947368421,0.06357388316151202,0.147
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.15514809590973203,0.6707317073170732,0.12714776632302405,0.06357388316151202,0.147,291,709,37,254,110,54,545,0.15514809590973203,0.12714776632302405,0.2631578947368421,0.06357388316151202,0.147
L1,"MacSum Imprécis,faible",1e-05,0.01,0.19658119658119658,0.25,0.4899328859060403,0.49324324324324326,0.284,298,702,146,152,138,414,150,0.19658119658119658,0.4899328859060403,0.19602272727272727,0.49324324324324326,0.284
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.09940652818991098,0.12934362934362933,0.5460122699386503,0.5329341317365269,0.245,326,674,178,148,67,451,156,0.09940652818991098,0.5460122699386503,0.1006006006006006,0.5329341317365269,0.245
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.3993808049535604,0.4417808219178082,0.480225988700565,0.7327586206896551,0.428,354,646,170,184,258,326,62,0.3993808049535604,0.480225988700565,0.3359375,0.7327586206896551,0.428
L2,"MacSum Imprécis,faible",1e-05,0.1,0.3993808049535604,0.4417808219178082,0.480225988700565,0.7327586206896551,0.428,354,646,170,184,258,326,62,0.3993808049535604,0.480225988700565,0.3359375,0.7327586206896551,0.428
L2,"MacSum Imprécis,faible",1e-05,0.01,0.3865546218487395,0.44089456869009586,0.40559440559440557,0.5686274509803921,0.392,286,714,116,170,276,350,88,0.3865546218487395,0.40559440559440557,0.34673366834170855,0.5686274509803921,0.392
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.36629526462395545,0.42351046698872785,0.5460992907801419,0.6135458167330677,0.417,282,718,154,128,263,358,97,0.36629526462395545,0.5460992907801419,0.35113484646194926,0.6135458167330677,0.417
L1,"MacSum Imprécis,faible",1e-05,0.1,0.13446676970633695,0.16446124763705103,0.48158640226628896,0.5902777777777778,0.257,353,647,170,183,87,442,118,0.13446676970633695,0.48158640226628896,0.12219101123595505,0.5902777777777778,0.257
L1,"MacSum Imprécis,faible",1e-05,0.01,0.12703101920236337,0.1634980988593156,0.44272445820433437,0.48639455782312924,0.229,323,677,143,180,86,440,151,0.12703101920236337,0.44272445820433437,0.12181303116147309,0.48639455782312924,0.229
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.14556962025316456,0.20956719817767655,0.5407608695652174,0.5076530612244898,0.291,368,632,199,169,92,347,193,0.14556962025316456,0.5407608695652174,0.1513157894736842,0.5076530612244898,0.291
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.13446676970633695,0.16446124763705103,0.48158640226628896,0.5902777777777778,0.257,353,647,170,183,87,442,118,0.13446676970633695,0.48158640226628896,0.12219101123595505,0.5902777777777778,0.257
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.16216216216216217,0.21201413427561838,0.4423076923076923,0.39792387543252594,0.235,260,740,115,145,120,446,174,0.16216216216216217,0.4423076923076923,0.16877637130801687,0.39792387543252594,0.235
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.14548238897396631,0.20652173913043478,0.6051873198847262,0.5210918114143921,0.305,347,653,210,137,95,365,193,0.14548238897396631,0.6051873198847262,0.15912897822445563,0.5210918114143921,0.305
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.3962516733601071,0.4668769716088328,0.5849802371541502,0.5670498084291188,0.444,253,747,148,105,296,338,113,0.3962516733601071,0.5849802371541502,0.40054127198917455,0.5670498084291188,0.444
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.6312997347480106,0.695906432748538,0.5121951219512195,0.6428571428571429,0.602,246,754,126,120,476,208,70,0.6312997347480106,0.5121951219512195,0.5920398009950248,0.6428571428571429,0.602
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.46533127889060094,0.5041736227045075,0.46438746438746437,0.7652582159624414,0.465,351,649,163,188,302,297,50,0.46533127889060094,0.46438746438746437,0.38373570520965694,0.7652582159624414,0.465
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.150354609929078,0.18996415770609318,0.5559322033898305,0.5273311897106109,0.27,295,705,164,131,106,452,147,0.150354609929078,0.5559322033898305,0.15384615384615385,0.5273311897106109,0.27
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.07296137339055794,0.09807692307692308,0.6146179401993356,0.5082417582417582,0.236,301,699,185,116,51,469,179,0.07296137339055794,0.6146179401993356,0.08018867924528301,0.5082417582417582,0.236
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.2957516339869281,0.34807692307692306,0.4896907216494845,0.6737588652482269,0.371,388,612,190,198,181,339,92,0.2957516339869281,0.4896907216494845,0.2520891364902507,0.6737588652482269,0.371
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.2606060606060606,0.32452830188679244,0.7,0.6467391304347826,0.41,340,660,238,102,172,358,130,0.2606060606060606,0.7,0.2721518987341772,0.6467391304347826,0.41
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.4942675159235669,0.5373961218836565,0.6697674418604651,0.6956521739130435,0.532,215,785,144,71,388,334,63,0.4942675159235669,0.6697674418604651,0.489281210592686,0.6956521739130435,0.532
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.14794520547945206,0.18947368421052632,0.6518518518518519,0.5238095238095238,0.284,270,730,176,94,108,462,160,0.14794520547945206,0.6518518518518519,0.16265060240963855,0.5238095238095238,0.284
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.13400758533501897,0.17666666666666667,0.3923444976076555,0.30036630036630035,0.188,209,791,82,127,106,494,191,0.13400758533501897,0.3923444976076555,0.14580467675378267,0.30036630036630035,0.188
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.17857142857142858,0.21946564885496184,0.5252808988764045,0.6091205211726385,0.302,356,644,187,169,115,409,120,0.17857142857142858,0.5252808988764045,0.16594516594516595,0.6091205211726385,0.302
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.5230547550432276,0.5541984732824428,0.5,0.796875,0.516,306,694,153,153,363,292,39,0.5230547550432276,0.5,0.44925742574257427,0.796875,0.516
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.3931133428981349,0.4384,0.49174917491749176,0.6742081447963801,0.423,303,697,149,154,274,351,72,0.3931133428981349,0.49174917491749176,0.35173299101412064,0.6742081447963801,0.423
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.3844049247606019,0.4277016742770167,0.6171003717472119,0.6916666666666667,0.447,269,731,166,103,281,376,74,0.3844049247606019,0.6171003717472119,0.36973684210526314,0.6916666666666667,0.447
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.16463414634146342,0.219959266802444,0.6162790697674418,0.5623342175066313,0.32,344,656,212,132,108,383,165,0.16463414634146342,0.6162790697674418,0.17335473515248795,0.5623342175066313,0.32
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.14305555555555555,0.17758620689655172,0.6357142857142857,0.559748427672956,0.281,280,720,178,102,103,477,140,0.14305555555555555,0.6357142857142857,0.15102639296187684,0.559748427672956,0.281
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.3179916317991632,0.3831932773109244,0.47703180212014135,0.5252918287937743,0.363,283,717,135,148,228,367,122,0.3179916317991632,0.47703180212014135,0.30686406460296095,0.5252918287937743,0.363
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.10087719298245613,0.13218390804597702,0.39556962025316456,0.4355400696864111,0.194,316,684,125,191,69,453,162,0.10087719298245613,0.39556962025316456,0.0967741935483871,0.4355400696864111,0.194
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.40620592383638926,0.4485981308411215,0.5979381443298969,0.7219917012448133,0.462,291,709,174,117,288,354,67,0.40620592383638926,0.5979381443298969,0.3794466403162055,0.7219917012448133,0.462
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.4843962008141113,0.5639810426540285,0.49429657794676807,0.5555555555555556,0.487,263,737,130,133,357,276,104,0.4843962008141113,0.49429657794676807,0.4660574412532637,0.5555555555555556,0.487
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.1301169590643275,0.1654275092936803,0.5063291139240507,0.5228758169934641,0.249,316,684,160,156,89,449,146,0.1301169590643275,0.5063291139240507,0.1282420749279539,0.5228758169934641,0.249
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.09352517985611511,0.11524822695035461,0.5344262295081967,0.5544217687074829,0.228,305,695,163,142,65,499,131,0.09352517985611511,0.5344262295081967,0.09206798866855524,0.5544217687074829,0.228
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.47295208655332305,0.5284974093264249,0.47592067988668557,0.711864406779661,0.474,353,647,168,185,306,273,68,0.47295208655332305,0.47592067988668557,0.4005235602094241,0.711864406779661,0.474
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.0907840440165062,0.11891891891891893,0.5860805860805861,0.4819277108433735,0.226,273,727,160,113,66,489,172,0.0907840440165062,0.5860805860805861,0.09880239520958084,0.4819277108433735,0.226
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.3889695210449927,0.4336569579288026,0.5080385852090032,0.6899563318777293,0.426,311,689,158,153,268,350,71,0.3889695210449927,0.5080385852090032,0.3476005188067445,0.6899563318777293,0.426
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.509375,0.5415282392026578,0.6333333333333333,0.8571428571428571,0.554,360,640,228,132,326,276,38,0.509375,0.6333333333333333,0.444141689373297,0.8571428571428571,0.554
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.2460202604920405,0.8585858585858586,0.042071197411003236,0.025691699604743084,0.183,309,691,13,296,170,28,493,0.2460202604920405,0.042071197411003236,0.3441295546558704,0.025691699604743084,0.183
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.12188365650969529,0.17254901960784313,0.4568345323741007,0.3746312684365782,0.215,278,722,127,151,88,422,212,0.12188365650969529,0.4568345323741007,0.13313161875945537,0.3746312684365782,0.215
L2,"MacSum Imprécis,fort",1e-05,0.01,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165,0.7577092511013216,0.0438871473354232,0.6285018270401949,0.0782122905027933,0.53
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165,0.7577092511013216,0.0438871473354232,0.6285018270401949,0.0782122905027933,0.53
L2,"MacSum Imprécis,fort",1e-05,0.1,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165,0.7577092511013216,0.0438871473354232,0.6285018270401949,0.0782122905027933,0.53
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165,0.7577092511013216,0.0438871473354232,0.6285018270401949,0.0782122905027933,0.53
L1,"MacSum Imprécis,fort",1e-05,0.01,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575,0.04309063893016345,0.06116207951070336,0.07160493827160494,0.03361344537815126,0.049
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575,0.04309063893016345,0.06116207951070336,0.07160493827160494,0.03361344537815126,0.049
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575,0.04309063893016345,0.06116207951070336,0.07160493827160494,0.03361344537815126,0.049
L1,"MacSum Imprécis,fort",1e-05,0.1,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575,0.04309063893016345,0.06116207951070336,0.07160493827160494,0.03361344537815126,0.049
L2,"MacSum Imprécis,fort",1e-05,0.01,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222,0.6681614349775785,0.0,0.5745501285347043,0.0,0.447
L2,"MacSum Imprécis,fort",1e-05,0.1,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222,0.6681614349775785,0.0,0.5745501285347043,0.0,0.447
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222,0.6681614349775785,0.0,0.5745501285347043,0.0,0.447
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222,0.6681614349775785,0.0,0.5745501285347043,0.0,0.447
L1,"MacSum Imprécis,fort",1e-05,0.01,0.0,0.0,0.676829268292683,0.38144329896907214,0.222,328,672,222,106,0,312,360,0.0,0.676829268292683,0.0,0.38144329896907214,0.222
L1,"MacSum Imprécis,fort",1e-05,0.1,0.053973013493253376,0.6545454545454545,0.1831831831831832,0.09063893016344725,0.097,333,667,61,272,36,19,612,0.053973013493253376,0.1831831831831832,0.11009174311926606,0.09063893016344725,0.097
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.053973013493253376,0.6545454545454545,0.1831831831831832,0.09063893016344725,0.097,333,667,61,272,36,19,612,0.053973013493253376,0.1831831831831832,0.11009174311926606,0.09063893016344725,0.097
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.15155615696887687,0.5628140703517588,0.19923371647509577,0.08783783783783784,0.164,261,739,52,209,112,87,540,0.15155615696887687,0.19923371647509577,0.27450980392156865,0.08783783783783784,0.164
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.7672552166934189,1.0,0.0,0.0,0.478,377,623,0,377,478,0,145,0.7672552166934189,0.0,0.5590643274853802,0.0,0.478
L2,"MacSum Imprécis,fort",1e-05,0.01,0.9227272727272727,1.0,0.0,0.0,0.609,340,660,0,340,609,0,51,0.9227272727272727,0.0,0.6417281348788199,0.0,0.609
L2,"MacSum Imprécis,fort",1e-05,0.1,0.7672552166934189,1.0,0.0,0.0,0.478,377,623,0,377,478,0,145,0.7672552166934189,0.0,0.5590643274853802,0.0,0.478
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.5213776722090261,1.0,0.0,0.0,0.439,158,842,0,158,439,0,403,0.5213776722090261,0.0,0.7353433835845896,0.0,0.439
L1,"MacSum Imprécis,fort",1e-05,0.01,0.0,0.0,1.0,1.0,0.309,309,691,309,0,0,691,0,0.0,1.0,0.0,1.0,0.309
L1,"MacSum Imprécis,fort",1e-05,0.1,0.002902757619738752,0.003992015968063872,0.8231511254019293,0.5765765765765766,0.258,311,689,256,55,2,499,188,0.002902757619738752,0.8231511254019293,0.0035971223021582736,0.5765765765765766,0.258
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.0,0.0,1.0,1.0,0.275,275,725,275,0,0,725,0,0.0,1.0,0.0,1.0,0.275
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.002902757619738752,0.003992015968063872,0.8231511254019293,0.5765765765765766,0.258,311,689,256,55,2,499,188,0.002902757619738752,0.8231511254019293,0.0035971223021582736,0.5765765765765766,0.258
L2,"MacSum Imprécis,fort",1e-05,0.01,0.8194640338504936,1.0,0.0,0.0,0.581,291,709,0,291,581,0,128,0.8194640338504936,0.0,0.6662844036697247,0.0,0.581
L2,"MacSum Imprécis,fort",1e-05,0.1,0.7309941520467836,1.0,0.04430379746835443,0.0707070707070707,0.514,316,684,14,302,500,0,184,0.7309941520467836,0.04430379746835443,0.6234413965087282,0.0707070707070707,0.514
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.16282642089093702,0.1664050235478807,0.9283667621776505,0.9585798816568047,0.43,349,651,324,25,106,531,14,0.16282642089093702,0.9283667621776505,0.16012084592145015,0.9585798816568047,0.43
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.8137931034482758,1.0,0.0,0.0,0.59,275,725,0,275,590,0,135,0.8137931034482758,0.0,0.6820809248554913,0.0,0.59
L1,"MacSum Imprécis,fort",1e-05,0.01,0.3594674556213018,0.4090909090909091,0.7222222222222222,0.740506329113924,0.477,324,676,234,90,243,351,82,0.3594674556213018,0.7222222222222222,0.35526315789473684,0.740506329113924,0.477
L1,"MacSum Imprécis,fort",1e-05,0.1,0.0676056338028169,0.11970074812967581,0.6448275862068965,0.37701612903225806,0.235,290,710,187,103,48,353,309,0.0676056338028169,0.6448275862068965,0.09523809523809523,0.37701612903225806,0.235
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.061391541609822645,0.06559766763848396,0.850187265917603,0.8284671532846716,0.272,267,733,227,40,45,641,47,0.061391541609822645,0.850187265917603,0.06198347107438017,0.8284671532846716,0.272
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.015804597701149427,0.03514376996805112,0.7203947368421053,0.3637873754152824,0.23,304,696,219,85,11,302,383,0.015804597701149427,0.7203947368421053,0.02763819095477387,0.3637873754152824,0.23
L2,"MacSum Imprécis,fort",1e-05,0.01,0.7535816618911175,1.0,0.0,0.0,0.526,302,698,0,302,526,0,172,0.7535816618911175,0.0,0.6352657004830918,0.0,0.526
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.691156462585034,0.8273615635179153,0.3169811320754717,0.4097560975609756,0.592,265,735,84,181,508,106,121,0.691156462585034,0.3169811320754717,0.6389937106918239,0.4097560975609756,0.592
L2,"MacSum Imprécis,fort",1e-05,0.1,0.691156462585034,0.8273615635179153,0.3169811320754717,0.4097560975609756,0.592,265,735,84,181,508,106,121,0.691156462585034,0.3169811320754717,0.6389937106918239,0.4097560975609756,0.592
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.5482388973966309,1.0,0.0,0.0,0.358,347,653,0,347,358,0,295,0.5482388973966309,0.0,0.5078014184397163,0.0,0.358
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.01037037037037037,0.010494752623688156,0.9753846153846154,0.9753846153846154,0.324,325,675,317,8,7,660,8,0.01037037037037037,0.9753846153846154,0.01037037037037037,0.9753846153846154,0.324
L1,"MacSum Imprécis,fort",1e-05,0.01,0.28245363766048504,0.9801980198019802,0.016722408026755852,0.00992063492063492,0.203,299,701,5,294,198,4,499,0.28245363766048504,0.016722408026755852,0.39919354838709675,0.00992063492063492,0.203
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.23261694058154236,0.2636103151862464,0.8181818181818182,0.6477272727272727,0.355,209,791,171,38,184,514,93,0.23261694058154236,0.8181818181818182,0.25,0.6477272727272727,0.355
L1,"MacSum Imprécis,fort",1e-05,0.1,0.09770992366412214,0.24521072796934865,0.463768115942029,0.2888086642599278,0.224,345,655,160,185,64,197,394,0.09770992366412214,0.463768115942029,0.14349775784753363,0.2888086642599278,0.224
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.6525198938992043,0.968503937007874,0.0040650406504065045,0.004048582995951417,0.493,246,754,1,245,492,16,246,0.6525198938992043,0.0040650406504065045,0.6533864541832669,0.004048582995951417,0.493
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.0,0.0,1.0,1.0,0.349,349,651,349,0,0,651,0,0.0,1.0,0.0,1.0,0.349
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.8921713441654358,1.0,0.0,0.0,0.604,323,677,0,323,604,0,73,0.8921713441654358,0.0,0.651564185544768,0.0,0.604
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.493573264781491,1.0,0.0,0.0,0.384,222,778,0,222,384,0,394,0.493573264781491,0.0,0.6336633663366337,0.0,0.384
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.07761194029850746,0.14689265536723164,0.503030303030303,0.34439834024896265,0.218,330,670,166,164,52,302,316,0.07761194029850746,0.503030303030303,0.10038610038610038,0.34439834024896265,0.218
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.1310344827586207,0.3941908713692946,0.43636363636363634,0.1986754966887417,0.215,275,725,120,155,95,146,484,0.1310344827586207,0.43636363636363634,0.2398989898989899,0.1986754966887417,0.215
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.7879234167893961,1.0,0.0,0.0,0.535,321,679,0,321,535,0,144,0.7879234167893961,0.0,0.625,0.0,0.535
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.7598828696925329,1.0,0.0,0.0,0.519,317,683,0,317,519,0,164,0.7598828696925329,0.0,0.6208133971291866,0.0,0.519
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.1263318112633181,0.4715909090909091,0.2099125364431487,0.1301989150090416,0.155,343,657,72,271,83,93,481,0.1263318112633181,0.2099125364431487,0.18568232662192394,0.1301989150090416,0.155
