model,crit,learning_rate,delta,preference_recall,preference_precision,indifference_recall,indifference_precision,total_recall,nb_indifferences,nb_preferences,nb_indiff_vrai,nb_indiff_fausse,nb_pref_vrai,nb_pref_fausse,nb_pref_inverse
L2,MacSum,1e-05,1e-08,0.5347826086956522,1.0,0.0,0.0,0.369,310,690,0,310,369,0,321
L2,MacSum,1e-05,1e-05,0.6577086280056577,1.0,0.0,0.0,0.465,293,707,0,293,465,0,242
L1,MacSum,1e-05,0.1,0.44169096209912534,0.4442815249266862,0.9363057324840764,0.9865771812080537,0.597,314,686,294,20,303,379,4
L1,MacSum,1e-05,0.01,0.6718528995756718,0.6718528995756718,0.8122866894197952,1.0,0.713,293,707,238,55,475,232,0
L1,MacSum,1e-05,1e-05,0.8302687411598303,0.9544715447154472,0.06484641638225255,0.17117117117117117,0.606,293,707,19,274,587,28,92
L1,MacSum,1e-05,1e-08,0.8213166144200627,1.0,0.0,0.0,0.524,362,638,0,362,524,0,114
L2,MacSum,1e-05,0.1,0.532394366197183,0.5384615384615384,0.8103448275862069,0.9670781893004116,0.613,290,710,235,55,378,324,8
L2,MacSum,1e-05,0.01,0.47919876733436056,0.5226890756302521,0.7549857549857549,0.8307210031347962,0.576,351,649,265,86,311,284,54
L2,MacSum,1e-05,1e-08,0.7462908011869436,1.0,0.0,0.0,0.503,326,674,0,326,503,0,171
L2,MacSum,1e-05,1e-05,0.546242774566474,1.0,0.0,0.0,0.378,308,692,0,308,378,0,314
L1,MacSum,1e-05,0.1,0.4411764705882353,0.4411764705882353,0.9265536723163842,1.0,0.613,354,646,328,26,285,361,0
L1,MacSum,1e-05,0.01,0.6968011126564673,0.6968011126564673,0.797153024911032,1.0,0.725,281,719,224,57,501,218,0
L1,MacSum,1e-05,1e-05,0.7777777777777778,0.9595782073813708,0.0436241610738255,0.08904109589041095,0.559,298,702,13,285,546,23,133
L1,MacSum,1e-05,1e-08,0.8162393162393162,1.0,0.0,0.0,0.573,298,702,0,298,573,0,129
L2,MacSum,1e-05,0.1,0.6261398176291794,0.6261398176291794,0.8333333333333334,1.0,0.697,342,658,285,57,412,246,0
L2,MacSum,1e-05,0.01,0.525691699604743,0.6353503184713376,0.4730290456431535,0.46530612244897956,0.513,241,759,114,127,399,229,131
L2,MacSum,1e-05,1e-08,0.6330827067669172,1.0,0.0,0.0,0.421,335,665,0,335,421,0,244
L2,MacSum,1e-05,1e-05,0.56657223796034,1.0,0.0,0.0,0.4,294,706,0,294,400,0,306
L1,MacSum,1e-05,0.1,0.3938931297709924,0.39509954058192953,0.9159420289855073,0.9937106918238994,0.574,345,655,316,29,258,395,2
L1,MacSum,1e-05,0.01,0.6050156739811913,0.6156299840510366,0.8674033149171271,0.9661538461538461,0.7,362,638,314,48,386,241,11
L1,MacSum,1e-05,1e-08,0.8224043715846995,1.0,0.0,0.0,0.602,268,732,0,268,602,0,130
L1,MacSum,1e-05,1e-05,0.798932384341637,0.9782135076252724,0.0867579908675799,0.2695035460992908,0.487,438,562,38,400,449,10,103
L2,MacSum,1e-05,0.01,0.34418604651162793,0.3463338533541342,0.7915492957746478,0.9859649122807017,0.503,355,645,281,74,222,419,4
L2,MacSum,1e-05,0.1,0.4909365558912387,0.4909365558912387,0.8372781065088757,1.0,0.608,338,662,283,55,325,337,0
L2,MacSum,1e-05,1e-08,0.6108663729809104,1.0,0.0,0.0,0.416,319,681,0,319,416,0,265
L2,MacSum,1e-05,1e-05,0.6397849462365591,0.9979035639412998,0.0,0.0,0.476,256,744,0,256,476,1,267
L1,MacSum,1e-05,0.1,0.42097902097902096,0.42334739803094235,0.8947368421052632,0.9845559845559846,0.556,285,715,255,30,301,410,4
L1,MacSum,1e-05,0.01,0.6263237518910741,0.6263237518910741,0.8938053097345132,1.0,0.717,339,661,303,36,414,247,0
L1,MacSum,1e-05,1e-08,0.8126801152737753,1.0,0.0,0.0,0.564,306,694,0,306,564,0,130
L1,MacSum,1e-05,1e-05,0.8551336146272855,0.9728,0.0657439446366782,0.18095238095238095,0.627,289,711,19,270,608,17,86
L2,MacSum,1e-05,1e-10,0.7135416666666666,1.0,0.0,0.0,0.548,232,768,0,232,548,0,220
L1,MacSum,1e-05,1e-12,0.8419618528610354,1.0,0.0,0.0,0.618,266,734,0,266,618,0,116
L2,MacSum,1e-05,1e-12,0.6070901033973413,1.0,0.0,0.0,0.411,323,677,0,323,411,0,266
L1,MacSum,1e-05,1e-10,0.8446475195822454,1.0,0.0,0.0,0.647,234,766,0,234,647,0,119
L2,MacSum,1e-05,1e-15,0.6816326530612244,1.0,0.0,0.0,0.501,265,735,0,265,501,0,234
L1,MacSum,1e-05,1e-15,0.8323442136498517,1.0,0.0,0.0,0.561,326,674,0,326,561,0,113
L2,MacSum,1e-05,1e-10,0.5981912144702842,1.0,0.0,0.0,0.463,226,774,0,226,463,0,311
L2,MacSum,1e-05,1e-12,0.6484490398818316,1.0,0.0,0.0,0.439,323,677,0,323,439,0,238
L1,MacSum,1e-05,1e-10,0.8365243004418262,1.0,0.0,0.0,0.568,321,679,0,321,568,0,111
L1,MacSum,1e-05,1e-12,0.8438818565400844,1.0,0.0,0.0,0.6,289,711,0,289,600,0,111
L2,MacSum,1e-05,1e-15,0.8354792560801144,1.0,0.0,0.0,0.584,301,699,0,301,584,0,115
L1,MacSum,1e-05,1e-15,0.8544891640866873,1.0,0.0,0.0,0.552,354,646,0,354,552,0,94
L2,MacSum,1e-05,1e-10,0.6512261580381471,1.0,0.0,0.0,0.478,266,734,0,266,478,0,256
L2,MacSum,1e-05,1e-12,0.7378048780487805,1.0,0.0,0.0,0.484,344,656,0,344,484,0,172
L1,MacSum,1e-05,1e-10,0.8413793103448276,1.0,0.0,0.0,0.61,275,725,0,275,610,0,115
L1,MacSum,1e-05,1e-12,0.8220588235294117,1.0,0.0,0.0,0.559,320,680,0,320,559,0,121
L2,MacSum,1e-05,1e-15,0.6100981767180925,1.0,0.0,0.0,0.435,287,713,0,287,435,0,278
L1,MacSum,1e-05,1e-15,0.7894736842105263,1.0,0.0,0.0,0.51,354,646,0,354,510,0,136
L2,MacSum,1e-05,1e-10,0.5749636098981077,1.0,0.0,0.0,0.395,313,687,0,313,395,0,292
L2,MacSum,1e-05,1e-12,0.5557083906464925,1.0,0.0,0.0,0.404,273,727,0,273,404,0,323
L1,MacSum,1e-05,1e-10,0.8535031847133758,1.0,0.0,0.0,0.536,372,628,0,372,536,0,92
L1,MacSum,1e-05,1e-12,0.8211488250652742,1.0,0.0,0.0,0.629,234,766,0,234,629,0,137
L2,MacSum,1e-05,1e-15,0.6695906432748538,1.0,0.0,0.0,0.458,316,684,0,316,458,0,226
L1,MacSum,1e-05,1e-15,0.7764298093587522,1.0,0.0,0.0,0.448,423,577,0,423,448,0,129
L2,MacSum,1e-05,1e-10,0.702523240371846,1.0,0.0,0.0,0.529,247,753,0,247,529,0,224
L2,MacSum,1e-05,1e-12,0.6475409836065574,1.0,0.0,0.0,0.474,268,732,0,268,474,0,258
L1,MacSum,1e-05,1e-10,0.8361344537815126,1.0,0.0,0.0,0.597,286,714,0,286,597,0,117
L1,MacSum,1e-05,1e-12,0.8330781010719756,1.0,0.0,0.0,0.544,347,653,0,347,544,0,109
L2,MacSum,1e-05,1e-15,0.7376586741889986,1.0,0.0,0.0,0.523,291,709,0,291,523,0,186
L1,MacSum,1e-05,1e-15,0.8508771929824561,1.0,0.0,0.0,0.582,316,684,0,316,582,0,102
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99
L2,"MacSum Imprécis,faible",1e-05,0.1,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99
L2,"MacSum Imprécis,faible",1e-05,0.01,0.2953890489913545,0.3445378151260504,0.42483660130718953,0.5676855895196506,0.335,306,694,130,176,205,390,99
L1,"MacSum Imprécis,faible",1e-05,0.1,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169
L1,"MacSum Imprécis,faible",1e-05,0.01,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.11815561959654179,0.15619047619047619,0.5980392156862745,0.5198863636363636,0.265,306,694,183,123,82,443,169
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.314410480349345,0.3523654159869494,0.4440894568690096,0.6525821596244131,0.355,313,687,139,174,216,397,74
L2,"MacSum Imprécis,faible",1e-05,0.1,0.314410480349345,0.3523654159869494,0.4440894568690096,0.6525821596244131,0.355,313,687,139,174,216,397,74
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.314410480349345,0.3523654159869494,0.4440894568690096,0.6525821596244131,0.355,313,687,139,174,216,397,74
L2,"MacSum Imprécis,faible",1e-05,0.01,0.3877551020408163,0.4767025089605735,0.4299363057324841,0.5133079847908745,0.401,314,686,135,179,266,292,128
L1,"MacSum Imprécis,faible",1e-05,0.01,0.0873015873015873,0.11438474870017332,0.44672131147540983,0.3784722222222222,0.175,244,756,109,135,66,511,179
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.15146579804560262,0.21136363636363636,0.572538860103627,0.5594936708860759,0.314,386,614,221,165,93,347,174
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.17131474103585656,0.21044045676998369,0.7004048582995951,0.5527156549520766,0.302,247,753,173,74,129,484,140
L1,"MacSum Imprécis,faible",1e-05,0.1,0.0873015873015873,0.11438474870017332,0.44672131147540983,0.3784722222222222,0.175,244,756,109,135,66,511,179
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.4418604651162791,0.48562300319488816,0.40705128205128205,0.671957671957672,0.431,312,688,127,185,304,322,62
L2,"MacSum Imprécis,faible",1e-05,0.1,0.4418604651162791,0.48562300319488816,0.40705128205128205,0.671957671957672,0.431,312,688,127,185,304,322,62
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.476319350473613,0.5079365079365079,0.4521072796934866,0.7195121951219512,0.47,261,739,118,143,352,341,46
L2,"MacSum Imprécis,faible",1e-05,0.01,0.33808844507845937,0.39303482587064675,0.43478260869565216,0.5701754385964912,0.367,299,701,130,169,237,366,98
L1,"MacSum Imprécis,faible",1e-05,0.01,0.10359116022099447,0.13863216266173753,0.4746376811594203,0.4171974522292994,0.206,276,724,131,145,75,466,183
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.18518518518518517,0.23090586145648312,0.5939597315436241,0.560126582278481,0.307,298,702,177,121,130,433,139
L1,"MacSum Imprécis,faible",1e-05,0.1,0.16233766233766234,0.19809825673534073,0.5956521739130435,0.4963768115942029,0.262,230,770,137,93,125,506,139
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.1366120218579235,0.1890359168241966,0.5708955223880597,0.4297752808988764,0.253,268,732,153,115,100,429,203
L2,"MacSum Imprécis,faible",1e-05,0.1,0.47389033942558745,0.5353982300884956,0.5213675213675214,0.580952380952381,0.485,234,766,122,112,363,315,88
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.4297635605006954,0.5132890365448505,0.6156583629893239,0.596551724137931,0.482,281,719,173,108,309,293,117
L2,"MacSum Imprécis,faible",1e-05,0.01,0.4171270718232044,0.483974358974359,0.5507246376811594,0.6031746031746031,0.454,276,724,152,124,302,322,100
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.5463786531130876,0.6039325842696629,0.3568075117370892,0.5033112582781457,0.506,213,787,76,137,430,282,75
L1,"MacSum Imprécis,faible",1e-05,0.1,0.15514809590973203,0.6707317073170732,0.12714776632302405,0.06357388316151202,0.147,291,709,37,254,110,54,545
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.15514809590973203,0.6707317073170732,0.12714776632302405,0.06357388316151202,0.147,291,709,37,254,110,54,545
L1,"MacSum Imprécis,faible",1e-05,0.01,0.19658119658119658,0.25,0.4899328859060403,0.49324324324324326,0.284,298,702,146,152,138,414,150
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.09940652818991098,0.12934362934362933,0.5460122699386503,0.5329341317365269,0.245,326,674,178,148,67,451,156
L2,"MacSum Imprécis,faible",1e-05,1e-08,0.3993808049535604,0.4417808219178082,0.480225988700565,0.7327586206896551,0.428,354,646,170,184,258,326,62
L2,"MacSum Imprécis,faible",1e-05,0.1,0.3993808049535604,0.4417808219178082,0.480225988700565,0.7327586206896551,0.428,354,646,170,184,258,326,62
L2,"MacSum Imprécis,faible",1e-05,0.01,0.3865546218487395,0.44089456869009586,0.40559440559440557,0.5686274509803921,0.392,286,714,116,170,276,350,88
L2,"MacSum Imprécis,faible",1e-05,1e-05,0.36629526462395545,0.42351046698872785,0.5460992907801419,0.6135458167330677,0.417,282,718,154,128,263,358,97
L1,"MacSum Imprécis,faible",1e-05,0.1,0.13446676970633695,0.16446124763705103,0.48158640226628896,0.5902777777777778,0.257,353,647,170,183,87,442,118
L1,"MacSum Imprécis,faible",1e-05,0.01,0.12703101920236337,0.1634980988593156,0.44272445820433437,0.48639455782312924,0.229,323,677,143,180,86,440,151
L1,"MacSum Imprécis,faible",1e-05,1e-08,0.14556962025316456,0.20956719817767655,0.5407608695652174,0.5076530612244898,0.291,368,632,199,169,92,347,193
L1,"MacSum Imprécis,faible",1e-05,1e-05,0.13446676970633695,0.16446124763705103,0.48158640226628896,0.5902777777777778,0.257,353,647,170,183,87,442,118
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.16216216216216217,0.21201413427561838,0.4423076923076923,0.39792387543252594,0.235,260,740,115,145,120,446,174
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.14548238897396631,0.20652173913043478,0.6051873198847262,0.5210918114143921,0.305,347,653,210,137,95,365,193
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.3962516733601071,0.4668769716088328,0.5849802371541502,0.5670498084291188,0.444,253,747,148,105,296,338,113
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.6312997347480106,0.695906432748538,0.5121951219512195,0.6428571428571429,0.602,246,754,126,120,476,208,70
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.46533127889060094,0.5041736227045075,0.46438746438746437,0.7652582159624414,0.465,351,649,163,188,302,297,50
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.150354609929078,0.18996415770609318,0.5559322033898305,0.5273311897106109,0.27,295,705,164,131,106,452,147
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.07296137339055794,0.09807692307692308,0.6146179401993356,0.5082417582417582,0.236,301,699,185,116,51,469,179
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.2957516339869281,0.34807692307692306,0.4896907216494845,0.6737588652482269,0.371,388,612,190,198,181,339,92
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.2606060606060606,0.32452830188679244,0.7,0.6467391304347826,0.41,340,660,238,102,172,358,130
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.4942675159235669,0.5373961218836565,0.6697674418604651,0.6956521739130435,0.532,215,785,144,71,388,334,63
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.14794520547945206,0.18947368421052632,0.6518518518518519,0.5238095238095238,0.284,270,730,176,94,108,462,160
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.13400758533501897,0.17666666666666667,0.3923444976076555,0.30036630036630035,0.188,209,791,82,127,106,494,191
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.17857142857142858,0.21946564885496184,0.5252808988764045,0.6091205211726385,0.302,356,644,187,169,115,409,120
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.5230547550432276,0.5541984732824428,0.5,0.796875,0.516,306,694,153,153,363,292,39
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.3931133428981349,0.4384,0.49174917491749176,0.6742081447963801,0.423,303,697,149,154,274,351,72
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.3844049247606019,0.4277016742770167,0.6171003717472119,0.6916666666666667,0.447,269,731,166,103,281,376,74
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.16463414634146342,0.219959266802444,0.6162790697674418,0.5623342175066313,0.32,344,656,212,132,108,383,165
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.14305555555555555,0.17758620689655172,0.6357142857142857,0.559748427672956,0.281,280,720,178,102,103,477,140
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.3179916317991632,0.3831932773109244,0.47703180212014135,0.5252918287937743,0.363,283,717,135,148,228,367,122
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.10087719298245613,0.13218390804597702,0.39556962025316456,0.4355400696864111,0.194,316,684,125,191,69,453,162
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.40620592383638926,0.4485981308411215,0.5979381443298969,0.7219917012448133,0.462,291,709,174,117,288,354,67
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.4843962008141113,0.5639810426540285,0.49429657794676807,0.5555555555555556,0.487,263,737,130,133,357,276,104
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.1301169590643275,0.1654275092936803,0.5063291139240507,0.5228758169934641,0.249,316,684,160,156,89,449,146
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.09352517985611511,0.11524822695035461,0.5344262295081967,0.5544217687074829,0.228,305,695,163,142,65,499,131
L2,"MacSum Imprécis,faible",1e-05,1e-10,0.47295208655332305,0.5284974093264249,0.47592067988668557,0.711864406779661,0.474,353,647,168,185,306,273,68
L1,"MacSum Imprécis,faible",1e-05,1e-10,0.0907840440165062,0.11891891891891893,0.5860805860805861,0.4819277108433735,0.226,273,727,160,113,66,489,172
L2,"MacSum Imprécis,faible",1e-05,1e-15,0.3889695210449927,0.4336569579288026,0.5080385852090032,0.6899563318777293,0.426,311,689,158,153,268,350,71
L2,"MacSum Imprécis,faible",1e-05,1e-12,0.509375,0.5415282392026578,0.6333333333333333,0.8571428571428571,0.554,360,640,228,132,326,276,38
L1,"MacSum Imprécis,faible",1e-05,1e-12,0.2460202604920405,0.8585858585858586,0.042071197411003236,0.025691699604743084,0.183,309,691,13,296,170,28,493
L1,"MacSum Imprécis,faible",1e-05,1e-15,0.12188365650969529,0.17254901960784313,0.4568345323741007,0.3746312684365782,0.215,278,722,127,151,88,422,212
L2,"MacSum Imprécis,fort",1e-05,0.01,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165
L2,"MacSum Imprécis,fort",1e-05,0.1,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.7577092511013216,1.0,0.0438871473354232,0.0782122905027933,0.53,319,681,14,305,516,0,165
L1,"MacSum Imprécis,fort",1e-05,0.01,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575
L1,"MacSum Imprécis,fort",1e-05,0.1,0.04309063893016345,0.29591836734693877,0.06116207951070336,0.03361344537815126,0.049,327,673,20,307,29,69,575
L2,"MacSum Imprécis,fort",1e-05,0.01,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222
L2,"MacSum Imprécis,fort",1e-05,0.1,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.6681614349775785,1.0,0.0,0.0,0.447,331,669,0,331,447,0,222
L1,"MacSum Imprécis,fort",1e-05,0.01,0.0,0.0,0.676829268292683,0.38144329896907214,0.222,328,672,222,106,0,312,360
L1,"MacSum Imprécis,fort",1e-05,0.1,0.053973013493253376,0.6545454545454545,0.1831831831831832,0.09063893016344725,0.097,333,667,61,272,36,19,612
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.053973013493253376,0.6545454545454545,0.1831831831831832,0.09063893016344725,0.097,333,667,61,272,36,19,612
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.15155615696887687,0.5628140703517588,0.19923371647509577,0.08783783783783784,0.164,261,739,52,209,112,87,540
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.7672552166934189,1.0,0.0,0.0,0.478,377,623,0,377,478,0,145
L2,"MacSum Imprécis,fort",1e-05,0.01,0.9227272727272727,1.0,0.0,0.0,0.609,340,660,0,340,609,0,51
L2,"MacSum Imprécis,fort",1e-05,0.1,0.7672552166934189,1.0,0.0,0.0,0.478,377,623,0,377,478,0,145
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.5213776722090261,1.0,0.0,0.0,0.439,158,842,0,158,439,0,403
L1,"MacSum Imprécis,fort",1e-05,0.01,0.0,0.0,1.0,1.0,0.309,309,691,309,0,0,691,0
L1,"MacSum Imprécis,fort",1e-05,0.1,0.002902757619738752,0.003992015968063872,0.8231511254019293,0.5765765765765766,0.258,311,689,256,55,2,499,188
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.0,0.0,1.0,1.0,0.275,275,725,275,0,0,725,0
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.002902757619738752,0.003992015968063872,0.8231511254019293,0.5765765765765766,0.258,311,689,256,55,2,499,188
L2,"MacSum Imprécis,fort",1e-05,0.01,0.8194640338504936,1.0,0.0,0.0,0.581,291,709,0,291,581,0,128
L2,"MacSum Imprécis,fort",1e-05,0.1,0.7309941520467836,1.0,0.04430379746835443,0.0707070707070707,0.514,316,684,14,302,500,0,184
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.16282642089093702,0.1664050235478807,0.9283667621776505,0.9585798816568047,0.43,349,651,324,25,106,531,14
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.8137931034482758,1.0,0.0,0.0,0.59,275,725,0,275,590,0,135
L1,"MacSum Imprécis,fort",1e-05,0.01,0.3594674556213018,0.4090909090909091,0.7222222222222222,0.740506329113924,0.477,324,676,234,90,243,351,82
L1,"MacSum Imprécis,fort",1e-05,0.1,0.0676056338028169,0.11970074812967581,0.6448275862068965,0.37701612903225806,0.235,290,710,187,103,48,353,309
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.061391541609822645,0.06559766763848396,0.850187265917603,0.8284671532846716,0.272,267,733,227,40,45,641,47
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.015804597701149427,0.03514376996805112,0.7203947368421053,0.3637873754152824,0.23,304,696,219,85,11,302,383
L2,"MacSum Imprécis,fort",1e-05,0.01,0.7535816618911175,1.0,0.0,0.0,0.526,302,698,0,302,526,0,172
L2,"MacSum Imprécis,fort",1e-05,1e-05,0.691156462585034,0.8273615635179153,0.3169811320754717,0.4097560975609756,0.592,265,735,84,181,508,106,121
L2,"MacSum Imprécis,fort",1e-05,0.1,0.691156462585034,0.8273615635179153,0.3169811320754717,0.4097560975609756,0.592,265,735,84,181,508,106,121
L2,"MacSum Imprécis,fort",1e-05,1e-08,0.5482388973966309,1.0,0.0,0.0,0.358,347,653,0,347,358,0,295
L1,"MacSum Imprécis,fort",1e-05,1e-05,0.01037037037037037,0.010494752623688156,0.9753846153846154,0.9753846153846154,0.324,325,675,317,8,7,660,8
L1,"MacSum Imprécis,fort",1e-05,0.01,0.28245363766048504,0.9801980198019802,0.016722408026755852,0.00992063492063492,0.203,299,701,5,294,198,4,499
L1,"MacSum Imprécis,fort",1e-05,1e-08,0.23261694058154236,0.2636103151862464,0.8181818181818182,0.6477272727272727,0.355,209,791,171,38,184,514,93
L1,"MacSum Imprécis,fort",1e-05,0.1,0.09770992366412214,0.24521072796934865,0.463768115942029,0.2888086642599278,0.224,345,655,160,185,64,197,394
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.6525198938992043,0.968503937007874,0.0040650406504065045,0.004048582995951417,0.493,246,754,1,245,492,16,246
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.0,0.0,1.0,1.0,0.349,349,651,349,0,0,651,0
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.8921713441654358,1.0,0.0,0.0,0.604,323,677,0,323,604,0,73
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.493573264781491,1.0,0.0,0.0,0.384,222,778,0,222,384,0,394
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.07761194029850746,0.14689265536723164,0.503030303030303,0.34439834024896265,0.218,330,670,166,164,52,302,316
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.1310344827586207,0.3941908713692946,0.43636363636363634,0.1986754966887417,0.215,275,725,120,155,95,146,484
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.7879234167893961,1.0,0.0,0.0,0.535,321,679,0,321,535,0,144
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.7598828696925329,1.0,0.0,0.0,0.519,317,683,0,317,519,0,164
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.1263318112633181,0.4715909090909091,0.2099125364431487,0.1301989150090416,0.155,343,657,72,271,83,93,481
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.6554744525547446,1.0,0.01904761904761905,0.024793388429752067,0.455,315,685,6,309,449,0,236
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.10872894333843798,0.3446601941747573,0.3025936599423631,0.19021739130434784,0.176,347,653,105,242,71,135,447
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.0,0.0,1.0,1.0,0.353,353,647,353,0,0,647,0
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.15496688741721854,0.6157894736842106,0.11428571428571428,0.047217537942664416,0.145,245,755,28,217,117,73,565
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.6932153392330384,0.9233791748526523,0.14906832298136646,0.22119815668202766,0.518,322,678,48,274,470,39,169
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.7737226277372263,1.0,0.0,0.0,0.53,315,685,0,315,530,0,155
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.8921985815602836,1.0,0.0,0.0,0.629,295,705,0,295,629,0,76
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.0136986301369863,0.02100840336134454,0.7518518518518519,0.4442013129102845,0.213,270,730,203,67,10,466,254
L1,"MacSum Imprécis,fort",1e-05,1e-12,0.1625,0.34210526315789475,0.3892857142857143,0.22381930184804927,0.226,280,720,109,171,117,225,378
L1,"MacSum Imprécis,fort",1e-05,1e-10,0.0,0.0,1.0,1.0,0.282,282,718,282,0,0,718,0
L2,"MacSum Imprécis,fort",1e-05,1e-15,0.7767584097859327,1.0,0.0,0.0,0.508,346,654,0,346,508,0,146
L2,"MacSum Imprécis,fort",1e-05,1e-12,0.7127819548872181,1.0,0.0,0.0,0.474,335,665,0,335,474,0,191
L2,"MacSum Imprécis,fort",1e-05,1e-10,0.6083916083916084,1.0,0.0,0.0,0.435,285,715,0,285,435,0,280
L1,"MacSum Imprécis,fort",1e-05,1e-15,0.09556786703601108,0.09956709956709957,0.9172661870503597,0.897887323943662,0.324,278,722,255,23,69,624,29
